id_avis,id_note,date_publication,contenu_avis,inconvenient,avantage,id_entreprise
34,17,"Nov 16, 2019",J'ai travaillé chez Atos à temps plein plus de 3 ans,Manque de communication managériale,Missions de grande envergures,72
35,17,"Nov 13, 2019",Je travaille chez Atos à temps plein depuis plus de 3 ans,Pas de produit\nGros pbl d'organisation,Payer bien les Comissionnements\nTremplin pour les jeunes,72
36,15,"Nov 12, 2019",J'ai travaillé chez Atos à temps plein plus de 5 ans,"Peu d'avantages périphériques, lourdeur administrative, peu d'agressivité commerciale","Taille des projets, ambiance dans les équipes excellentes, salaire correct",72
37,21,"Nov 12, 2019",J'ai travaillé chez Atos à temps plein,Pas d augmentation de salaire,"Cohésion d equipe, projet inintéressant",72
38,21,"Nov 10, 2019",Je travaille chez Atos à temps plein depuis plus de 3 ans,Mauvaise ambiances. Argent avant aspirations du salarié,Missions plus ou moins intéressantes,72
39,17,"Nov 7, 2019",Je travaille chez Atos à temps plein,Les  salaires ont des évolutions lentes.,grande boite d'IT reconnue mondialement,72
40,17,"Nov 4, 2019",Je travaille chez Atos à temps plein depuis moins d'un an,"suivi, mission, concurrence entre les différences agences","ambiance, CE, resto, proximité avec le client",72
41,21,"May 21, 2019",Je travaille chez Atos à temps plein depuis moins d'un an,Les ressources humaines et l'empathie sont inexistantes.,Les missions peuvent être des fois intéressantes .,72
42,21,"Jun 24, 2015",Je travaille chez Atos à  depuis plus d'un an,"Comme toute les ssii, il faut savoir dire non à des missions que vous voulez pas, sinon ils insistent que vous l'ayez.",Si vous réussissez à avoir une bonne mission et un bon salaire d'entré c'est une bonne ssii. Vous pourriez avoir un pc portable d'atos et vous avez 100% transport en commun si vous êtes en mission.,72
43,17,"Jan 3, 2015",Je travaille chez Atos à temps plein depuis plus de 5 ans,"Le salaire n'est pas conséquent mais à l'heure ou je vous parle, j'ai pris le large :-)\nc'était 35000 euros annuel.",Je ne suis pas resté assez longtemps pour savoir si cela m'aurait permis d'avoir des avantages particulier.\nMais je pense qu'on a tous une chance d'obtenir un bonus....,72
44,21,"Jun 26, 2019",Je travaille chez Atos Consulting à temps plein depuis moins d'un an,"Pas de suivi ni écoute du management, pas de changement de mission malgré plusieurs mois sur un projet peu intéressant et dans un contexte difficile","Mutuelle, salaire correct, avantages CE",75
45,17,"Jun 16, 2019",Je travaille chez Atos Consulting à temps plein depuis plus d'un an,Manque de perspectives d’évolution de carrière,Équilibre vie privée vie professionnelle,75
46,15,"Mar 13, 2019",J'ai travaillé chez Atos Consulting à temps plein,-Pas toujours suffisamment de missions intéressantes pour les consultants,"-Managers souvent compétents pour la plupart, idéal pour un junior pour faire son apprentissage dans le conseil\n-Renom du groupe Atos",75
47,29,"Feb 20, 2019",J'ai travaillé chez Atos Consulting à temps plein moins d'un an,Top management distant. Il aurait été plus intéressant d'avoir des rapports plus proches,Equipe\nPremier salaire pour un junior,75
48,15,"Feb 14, 2019",Je travaille chez Atos Consulting à temps plein,"Beaucoup de déplacement, changement régulier de mission donc peu de stabilité","Salaire attractif, missions intéressantes et variées",75
49,17,"Feb 12, 2019",Je travaille chez Atos Consulting à temps plein,Stratégie - organisation interne - positionnement du conseil au sein du groupe,Diversité des collaborateurs et ambiance de travail,75
50,13,"Nov 15, 2018",Je travaille chez Atos Consulting à temps plein,"Lourdeur du Groupe, absence totale de stratégie et d'autonomie",... je cherche encore et toujours,75
51,13,"Sep 9, 2018",J'ai travaillé chez Atos Consulting à temps plein plus de 5 ans,"Presque tout. De moins en moins de clients, et le principal client est dans une situation très délicate.\nDifficile de se projeter à plus de 1 ou 2 mois","5 jours de congés par ans (4 pour les fêtes de fin d'année), et un en Mai pour un pont, et des viennoiseries deux fois par semaine.\nLe bureau de Nyon est bien placé pour ceux qui viennent en voiture (plein de de places de parking).\nBon deuxième pilier.\nDes apéros presque tous les vendredi soir fêter les départs.",75
52,15,"Jul 27, 2018",Je travaille chez Atos Consulting à temps plein,rémunération\nécart de compétence entre employées\npeu de visibilité / projection au sein du groupe,ouvert\nhierarchie plate\nclients grands portefeuilles\nconnaissance SI,75
53,13,"Jun 8, 2018",Je travaille chez Atos Consulting à temps plein depuis plus de 10 ans,"Depuis le rachat de CTP par Atos, la division Atos consulting est en perdition. Les employés fuient, se font licencier ou vont se faire licencier. Nous sommes passés de 250 en Suisse à 150? voir moins.L'ambiance est forcément en conséquences...et c'est franchement la fin. A moyen terme le bureau de Nyon devrait fusionner avec celui de Renens j'imagine.","Jours de congé supplémentaires (wellness), team events (bien que de plus en plus rares), petites attentions au bureau (pains au chocolat, fruits, boissons etc...)",75
54,29,"Jul 4, 2019",Je travaille chez Atos-Syntel à temps plein depuis plus d'un an,Pas beaucoup,Excellente opportunité d'apprentissage et de progression pour les juniors,76
55,29,"Oct 17, 2016",Je travaille chez Atos-Syntel à temps plein,Je ne vois pas vraiment d'inconvenient la tout de suite maintenant. Mais ce la peut venir assez vite.,Je pense que cet avis doit etre positif car c'est une belle boite.,76
56,13,"Dec 21, 2016",J'ai travaillé chez Atos Medical à temps plein plus d'un an,"Trop long à énumérer, mais tant que cette société sera manager que sous l'aspect financier sans tenir compte du reste et plus particulièrement des patients, elle stagnera","Si vous aimez les gens qui s'approprient vos succès, vos idées : allez-y\nPas de plan marketing, aucun dossier de remboursement en cours.\nFraude la sécurité sociale en se faisant rembourser les nouvelles prothèses phonatoires avec les anciennes références qui avaient, elles, le droit d'etre remboursées",77
57,29,"Dec 4, 2019",J'ai travaillé chez Dassault Systemes à temps plein,Il n'y a pas d'inconvenients,- Collègues tres smart \n- Formation permanente \n- Process efficaces \n- Fléxibilité \n- Rémuneration et avantages très attractifs,78
58,15,"Nov 21, 2019",J'ai travaillé chez Dassault Systemes à temps plein plus de 10 ans,L entreprise se situe a Vélizy,L entreprise propose de bons Avantages sociaux,78
59,15,"Oct 13, 2019",Je travaille chez Dassault Systemes à temps plein depuis plus de 3 ans,Beaucoup de politique qui ralentissent la prise de décisions.,Excellent CE. Interessement et paricipation representant jusqu'à 20% du salaire brut. Excellente mutuelle,78
60,15,"Oct 12, 2019",Je travaille chez Dassault Systemes à temps plein depuis plus de 3 ans,Localisation \nSalaire fixe peu élevé \nPeu de confiance dans le marketing,Intéressement participation élevés\nEntreprise innovante,78
61,17,"Sep 20, 2019",Je travaille chez Dassault Systemes à temps plein,"- Erreurs de management assez récurrentes. Cas où les CDD ne bénéficient pas de certaines primes acquises par l'ensemble de l'équipe sur une période difficile, pour un travail identique, etc.\n- Les managers ne cherchent pas à conserver les talents mais à maintenir une ambiance de façade (copinage entre salariés, ambiance hypocrite, médire les autres est trop répandu).\n- Enracinement d'anciens salariés qui peuvent...freiner l'entreprise (la direction semble agir sur le problème avec un accord d'entreprise qui permet le départ à la retraite plus tôt au frais de DS).\n- Culture du présentéisme très marquée (beaucoup jouent à paraître débordés, à manger au bureau, à faire beaucoup d'heures avec très peu de productivité).","- CE de qualité (chèques-vacances et remboursements importants des frais pour partir en voyage).\n- Ambiance générale, bonne humeur, tutoiement, code vestimentaire casual toléré.\n- Cadre de travail très agréable (le campus est un véritable lieu de vie, on peut y acheter son pain le soir, assister à une conférence l'après-midi, boire son café sur une terrasse).\n- Restaurant d'entreprise.\n- Télétravail et home...office très répandu.\n- L'intéressement et participation d'environ 20% du salaire brut.\n- Bonne expérience pro et CV gonflé.",78
62,29,"Sep 20, 2019",J'ai travaillé chez Dassault Systemes à temps plein plus d'un an,RAS je ne vois pas d'inconvénients,"J'étais apprenti au sein de Dassault Systèmes et il y a de nombreux avantages: CE, chèques vacances, salaire intéressant, treizième mois, participation, intéressement etc. En plus de ça, le cadre de l'entreprise est juste magnifique !",78
63,15,"Sep 11, 2019",Je travaille chez Dassault Systemes à temps plein depuis plus de 3 ans,Pourrait augmenter les revenus si l'entreprise était plus tournée vers les ventes.,"Investissement régulier et conséquent en R&D, donc de très bons produits.\nBons avantages via le Comité d'Entreprise. Intéressement et participation.",78
64,15,"Sep 10, 2019",Je travaille chez Dassault Systemes à temps plein depuis plus d'un an,Un micromanagement parfois dérangeant.\nLa localisation.,Les avantages liés au C.E\nLes primes\nL'environnement de travail,78
65,15,"Sep 9, 2019",Je travaille chez Dassault Systemes à temps plein depuis moins d'un an,Les technologies utilisées sont parfois vieillissantes (frameworks et autre).,44 jour de congers et bcp d'autres avantages,78
66,29,"Jun 25, 2019",Je travaille chez Dassault Systemes à temps plein depuis plus d'un an,le seul point à amélioré c'est parfois la communication entre les différents fonctions,très bonne expérience et enrichissante à tous les niveaux,78
67,15,"May 19, 2019",Je travaille chez Dassault Systemes à temps plein depuis plus d'un an,NULL,NULL,78
68,15,"Mar 27, 2019",Je travaille chez Dassault Systemes à temps plein,NULL,NULL,78
69,17,"Mar 27, 2019",Je travaille chez Dassault Systemes à temps plein depuis plus de 5 ans,NULL,NULL,78
70,15,"Mar 22, 2019",J'ai travaillé chez Dassault Systemes à temps plein plus de 5 ans,NULL,NULL,78
71,17,"Mar 12, 2019",Je travaille chez Dassault Systemes à temps plein depuis plus d'un an,NULL,NULL,78
72,17,"Mar 7, 2019",Je travaille chez Dassault Systemes à temps plein,NULL,NULL,78
73,15,"Feb 23, 2019",Je travaille chez Dassault Systemes à temps plein depuis plus de 3 ans,NULL,NULL,78
74,15,"Feb 5, 2019",J'ai travaillé chez Dassault Systemes à temps plein plus de 5 ans,NULL,NULL,78
75,21,"Feb 1, 2019",Je travaille chez Dassault Systemes à temps plein depuis plus de 8 ans,NULL,NULL,78
76,21,"Jan 29, 2019",Je travaille chez Dassault Systemes à temps plein depuis plus de 8 ans,NULL,NULL,78
77,13,"Jan 25, 2018",J'ai travaillé chez SolidWorks à temps plein moins d'un an,Incompétence généralisée des manageurs\nVision (quand il y'en a une) trop court-termiste\nManque de culture du résultat\nFermé aux nouvelles idées ou applications - mécanique rouillé \nProblème récurrent de communication - manque de précision\nEnvironnement toxique marqué par une politique d’insoumission masquée des subordonnés,"Fait partie d'un grand groupe de renom comme DS (environnement international, réseau étendu mais pas toujours ouvert à la branche Solidworks).\nSalaire, intéressement, CE (ticket vacances)\nInfrastructure moderne du campus de Véilzy, grand parking.",79
78,15,"Mar 18, 2017",Je travaille chez SolidWorks à temps plein depuis plus de 3 ans,relation avec le corps enseignant,"école sérieuse, formant de bons ingénieurs, reconnu auprès de l'industrie",79
79,17,"Jul 23, 2019",Je travaille chez 2S2I Solutions & Services à temps plein depuis plus d'un an,NULL,NULL,80
80,29,"Jul 11, 2019",Je travaille chez 2S2I Solutions & Services à temps plein depuis plus de 5 ans,NULL,NULL,80
81,13,"Jul 7, 2019",J'ai travaillé chez 2S2I Solutions & Services à temps plein moins d'un an,NULL,NULL,80
82,15,"Mar 13, 2017",J'ai travaillé chez 2S2I Solutions & Services à  moins d'un an,NULL,NULL,80
83,29,"Dec 4, 2019",Je travaille chez CEGID à temps plein depuis plus de 8 ans,"Rigidité de l’organisation, des financiers tout là haut, trop de rationalisation,  surchauffe...","Bonne ambiance, rémunération attractive entre 100 et 140k€ selon les années, remboursement de tous les frais si RDV client (IK, repas, TR, Transport, déplacements...), base installée de clients avec panels d’offres énorme (Retail, Tax, HCM, ERP, Cabinets d’EC), très bonne notoriété...",81
84,29,"Nov 29, 2019",Je travaille chez CEGID à temps plein,Entreprise encore trop européenne,Travailler pour un groupe a taille humaine dynamique en forte croissa2 ce et respectueux des hommes et de leur environnement,81
85,21,"Nov 21, 2019",J'ai travaillé chez CEGID à temps plein plus de 5 ans,clientélisme de la direction (interne)\ncourage managérial\ndécalage entre les valeurs et le terrain,ambition des projets\nculture du challenge,81
86,17,"Nov 20, 2019",J'ai travaillé chez CEGID à temps plein,Des coûts réduits d année en année donc de moins en moins d avantage,Chèques vacances chèque noel,81
87,15,"Nov 8, 2019",Je travaille chez CEGID à temps plein depuis plus de 10 ans,strates manageriales qui ralentissent les projets,structure et moyens\ninteressement et participation,81
88,21,"Nov 6, 2019",Je travaille chez CEGID à temps plein depuis plus de 5 ans,"RH, administratif, processus, silo, viellissante","Transformation, produits intéressants, culture d'entreprise",81
89,13,"Oct 29, 2019",J'ai travaillé chez CEGID à temps plein,Déshumanisation \nFaible reconnaissance \nChasse aux seniors,Moyens financiers\nQualité du marketing externe,81
90,17,"Oct 13, 2019",Je travaille chez CEGID à temps plein,Manque d  esprit d équipe \nSalaire,Grande Autonomie dans le poste,81
91,21,"Sep 21, 2019",Je travaille chez CEGID à temps plein depuis plus de 8 ans,- Beaucoup d'investissements dans le marketing au détriment des produits\n- Evolution de carrière verrouillée par le népotisme\n- Des clients de plus en plus insatisfaits et de moins en moins de gens compétents pour leur répondre\n- Un sentiment de gâchis,- Beaucoup de projets\n- Une bonne gestion financière \n- Un parc client conséquent et varié\n- Un leader sur certains de ses marchés,81
92,13,"Sep 16, 2019",Je travaille chez CEGID à temps plein depuis plus d'un an,"Une boîte de copains! ne pas confondre fidélité et copinage! aucune politique RH!\ncroissance par rachat successif! pas de projet collectif! une boîte qui n'a pas d'âme ,pas d'identité!",j'en vois pas!!! a part boire du champagne dans les salons st congrès clients!!!!,81
93,13,"Aug 6, 2019",J'ai travaillé chez CEGID à temps plein,Manque absolu de respect envers les employés. C'est bien beau des faire des événements pour valoriser vos produits mais il faut penser à vos collaborateurs.,Votre CE est la seule chose qui vous sauve.,81
94,13,"Jul 9, 2019",Je travaille chez CEGID à temps plein depuis plus d'un an,"Méthode managériales d'il y a 20 ans, Politique RH d'il y a 30 ans. Capital sympathie 0. Aucune délégation, et des gens avec le melon de partout.",Je ne vois aucun avantage.,81
95,15,"Jun 25, 2019",Je travaille chez CEGID à temps plein depuis plus de 10 ans,difficultés à embarquer tout le monde,projet d'évolution passionnant avec de belles potentialités,81
96,21,"Jun 12, 2019",Je travaille chez CEGID à temps plein depuis plus de 10 ans,Salaire \nConditions de travail\nHierarchie trop lourde,Mutuelle. Tickets resto  comité d'entreprise,81
97,15,"May 28, 2019",Je travaille chez CEGID à temps plein,Salaire un peu bas par rapport à la concurrence,"Offre beaucoup de responsabilité, et permet de se lancer dans le monde du travail",81
98,21,"May 1, 2019",Je travaille chez CEGID à temps plein depuis plus d'un an,Évolution en interne extrêmement compliqué. Gestion des talents inexistante.,"CE très actif, formations possible.",81
99,17,"Apr 29, 2019",J'ai travaillé chez CEGID à temps plein moins d'un an,"C'est une trop grosse infrastructure qui manque de transparence et de communication avec ses salaries, trop d'intermédiaires et pas assez de communication directe.","C'EST UN GRAND GROUPE,ILS SONT DU LEADER DU NUMÉRIQUE SUR LES PROGICIELS DE COMPTABILITÉ, GESTION DE LA PAIE ET GESTION COMMERCIALE. C'EST TRÈS INTÉRESSANT, C'EST UNE BONNE FORMATION.",81
100,15,"Apr 28, 2019",Je travaille chez CEGID à temps plein depuis moins d'un an,lourdeur système\nsupport client complexe et inefficace,"grosse boite, \npas de autant de pression que dans les PME",81
101,13,"Apr 27, 2019",Je travaille chez CEGID à,"- Commissions divisées par 3 ou 4 en 2019.\n- Changement de plan de commissionnement chaque année.\n- De jeunes chefs d'orchestres derrière des tableaux Excel sans aucune connexion avec le terrain\n- La direction applique machinalement les directives de restrictions coûts et d économies sans en percevoir les conséquences, \n- Aucune considération de la direction pour ses employés. \n- Pas de voiture de fonction\n-...Delocalisation de Paris 8 à....  Rueil Malmaison\n- Notes de frais ridicules",Il fut un temps où il était possible de correctement gagner sa vie notamment grâce au variable.\nMais c est terminé ! \n\nLe nom sur le CV...,81
102,17,"Apr 11, 2019",Je travaille chez CEGID à temps plein depuis plus de 8 ans,manque de reconnaissance par les managers,Une société leader du marché,81
103,29,"Dec 6, 2019",Je travaille chez Bayer à temps plein,Aucuns inconvénients / car la société est très bien organisée,Organiser / structure / le directeur Excellent / Teamwork / helpful /,82
104,17,"Oct 21, 2019",Je travaille chez Bayer à temps plein,Management sans expérience\nDifficulté à suivre la stratégie de l'entreprise \nCulture pharmaceutique absente mais cela semble être un choix\nPeu d'évolution possible sur site dans les métiers scientifiques. Le site reste axé business,"Bonne ambiance, diversité des projets, conditions salariales très bonnes",82
105,29,"Oct 16, 2019",J'ai travaillé chez Bayer à temps plein,Le diplôme supérieur est essentiel pour le développement de carrière.,Développé des compétences en multiples domaines,82
106,15,"Oct 14, 2019",Je travaille chez Bayer à temps plein depuis plus d'un an,Communication et manque de management,Salaire avantages horaires de travail évolution,82
107,17,"Aug 31, 2019",Je travaille chez Bayer à temps plein,- opacité sur certain projet \n- parfois manque d'écoute du manager \n- savoir être politique  est indispensable,- grand groupe \n- responsabilités\n- missions et projets inintéressants\n- expérience globalement positive,82
108,17,"Jul 30, 2019",J'ai travaillé chez Bayer à temps plein,Réorganisation \nBureaux anciens\nPas de vestiaires,Intégration\nManager \nProcess \nOutils BI \nAvantages sociaux \nParking,82
109,29,"Jul 17, 2019",J'ai travaillé chez Bayer à temps plein moins d'un an,"hiérarchisation, beaucoup de temps pris pour la prise de décision","bonne culture d'entreprise, bon travail d'équipe, avantages salariales",82
110,15,"Jul 6, 2019",Je travaille chez Bayer à temps plein,Rythme de travail très soutenu,Benefices d'une grande société \nAmbiance très collégiale,82
111,21,"Jun 25, 2019",J'ai travaillé chez Bayer à temps plein,"Ambiance pas top, trop grosse boite",Vous entrez dans une grosse entreprise,82
112,17,"Jun 18, 2019",J'ai travaillé chez Bayer à temps plein,Environnement exigeant avec de constants changements.,Travail d'équipe et des opportunités de développement personnel.,82
113,17,"May 15, 2019",Je travaille chez Bayer à temps plein depuis plus de 3 ans,Beaucoup de turnover / manque de stabilisation des procédés,CE / ticket restaurant /,82
114,15,"Dec 16, 2018",Je travaille chez Bayer à temps plein,"Changements fréquents, charge de travail","Bonne ambiance, conditions attractives, projets motivants",82
115,17,"Nov 12, 2018",J'ai travaillé chez Bayer à temps plein,"Bureaux en espace très ouvert (aucune ségrégation entre les bureaux), parfois très bruyant.\nDepuis des mois, la société passe par une réduction des coûts. Pas de formations/séminaires\nRéorganisations.\nOrganigramme strict pour grimper les échelons organisationnels\nPas de parking",Environnement très international.  De super collègues de travail. Installations rénovées très agréables. Bien situé (Station SBB),82
116,15,"Sep 18, 2018",Je travaille chez Bayer à temps plein depuis plus d'un an,"Image sur le marché, bien éloignée de la réalité en interne... il faut assumer !","Excellents  collègues, projets,  ambiance d'entreprise !",82
117,15,"Sep 2, 2018",Je travaille chez Bayer à,Décision lente. Orienté processus. Trop de processus d'évaluation.,Environnement favorable. Structure horizontale. De bons avantages sociaux.,82
118,29,"Jun 19, 2018",Je travaille chez Bayer à temps plein,"Pas d'inconvénients en recherche clinique pour cette entreprise (inconvénients du métier de CRA, mais comme dans tous les autres laboratoires)","Activités de monitoring dans différents aires thérapeutiques, équilibre vie privée / vie professionnelle",82
119,17,"May 27, 2018",Je travaille chez Bayer à temps plein,"évolution difficile, entretien d'évolution avec RH inexistant",C'est bien pour avoir la stabilité d'une grande entreprise et ses avantages,82
120,15,"Apr 14, 2018",J'ai travaillé chez Bayer à temps plein plus d'un an,Restructurations fréquentes\nDes écarts importants en termes de reconnaissance selon les business,Activités intéressantes. De bonnes possibilités d'évolution de carrière et de primes. Possibilités en matière de télétravail et de temps partiel.,82
121,17,"Apr 14, 2018",J'ai travaillé chez Bayer à temps plein plus de 10 ans,Un numero parmi tant d’autre pression exigences de formation,Perfection notoriete groupe international recherche,82
122,15,"Feb 11, 2018",J'ai travaillé chez Bayer à temps plein,Trop de changement dans l'entreprise,très bonne entreprise belle expérience bonne ambiance  si c’était à refaire je le referai,82
123,17,"Aug 14, 2019",Je travaille chez Expertime à temps plein,"organisation, charge de travail mal répartie",l'ambiance est agréable sur le lieu de travail,85
124,29,"Mar 28, 2019",Je travaille chez Expertime à  depuis moins d'un an,"-L'entreprise est à Viroflay, mais ça ne pose pas beaucoup des inconvénients",-Tickets resto\n-Télé travaille\n-Yoga chaque Jeudi\n-50% transport rembourser\n-Très bien ambiance dans la boite\n-Solution intranet marche très bien !,85
125,13,"Mar 12, 2019",J'ai travaillé chez Expertime à temps plein moins d'un an,- les locaux sont en dehors de Paris \n- l'espace de travail est bruyant (open space trop petit) \n- l'agence 4.0  fait de la production : pas d'UX research  et user tests  \n- l'agence 4.0 n'a pas de vision cohérente sur ses activités  \n- travail en silo (pas agile) : manque de communication et de visibilité sur le travail des autres\n- réactivité lente projets/clients : le rôle du designer semble inconnu,- bon salaire pour débuter\n- espace de restauration collectif très agréable (cuisine sur place)\n- travail d'équipe (designer + architecte + intégrateur) \n- bonne ambiance globale avec des soirées organisées pour s'intégrer à l'entreprise,85
126,15,"Oct 18, 2018",J'ai travaillé chez Expertime à temps partiel,L'agence web subit un peu le poids de la SSII à laquelle elle est rattachée.,J'ai bossé en alternance dans l'agence Web.\nBureaux cool.\nBonne ambiance de travail.\nSuper manager.,85
127,29,"Sep 6, 2018",Je travaille chez Expertime à temps plein,Ne pas être dans Paris,"Une bonne ambiance, des équipes sympas qui sont devenus plus de que simples collègues, des managers bienveillants qui accordent leur confiance, des projets challengeants, ...",85
128,29,"Sep 6, 2018",Je travaille chez Expertime à temps plein depuis plus d'un an,"C'est à vous d'être motivé et de poser des questions. Si vous êtes habitué à ce que quelqu'un vous tienne la main pour votre travail, ce n'est pas l'endroit pour vous.","Environnement de travail positif avec de nombreux avantages. C'est une petite équipe, mais chacun est très qualifié pour son poste. Ils croient beaucoup plus à la qualité qu'à la quantité.",85
129,15,"Sep 4, 2018",J'ai travaillé chez Expertime à temps plein plus d'un an,Salaire et la direction des ressources humaines,"Bonne ambiance, espace coworking, mission intéressantes, partenariat intéressant avec Microsoft.",85
130,29,"Aug 8, 2018",Je travaille chez Expertime à temps plein depuis plus d'un an,Un anglais courant est indispensable,"Management de proximité, et humain.\nPleine croissance du groupe, tourné vers un développement à l'international.\nEntreprise innovante.",85
